hsk5級,舌头,she2 tou5,舌
hsk5級,舍不得,she3 bu5 de5,に消極的
hsk5級,设备,she4 bei4,設備
hsk5級,设计,she4 ji4,デザイン
hsk5級,设施,she4 shi1,施設
hsk5級,射击,she4 ji1,射撃
hsk5級,摄影,she4 ying3,写真術
hsk5級,伸,shen1,ストレッチ
hsk5級,深刻,shen1 ke4,深遠
hsk5級,身材,shen1 cai2,フィギュア
hsk5級,身份,shen1 fen4,アイデンティティ
hsk5級,神话,shen2 hua4,神話
hsk5級,神经,shen2 jing1,神経
hsk5級,神秘,shen2 mi4,謎
hsk5級,升,sheng1,リットル
hsk5級,生产,sheng1 chan3,生産し
hsk5級,生动,sheng1 dong4,鮮やか
hsk5級,声调,sheng1 diao4,トーン
hsk5級,绳子,sheng2 zi5,ロープ
hsk5級,省略,sheng3 lve4,省略
hsk5級,胜利,sheng4 li4,勝利
hsk5級,诗,shi1,詩
hsk5級,失眠,shi1 mian2,不眠症
hsk5級,失去,shi1 qu4,失い
hsk5級,失业,shi1 ye4,失業
hsk5級,时代,shi2 dai4,時代
hsk5級,时刻,shi2 ke4,時間
hsk5級,时髦,shi2 mao2,ファッショナブル
hsk5級,时期,shi2 qi1,時間
hsk5級,时尚,shi2 shang4,ファッション
hsk5級,实话,shi2 hua4,真実
hsk5級,实践,shi2 jian4,練習
hsk5級,实习,shi2 xi2,練習
hsk5級,实现,shi2 xian4,実現
hsk5級,实行,shi2 xing2,インプリメント
hsk5級,实验,shi2 yan4,実験
hsk5級,实用,shi2 yong4,実用的
hsk5級,食物,shi2 wu4,食べ物
hsk5級,石头,shi2 tou5,石
hsk5級,使劲儿,shi3 jin4 r5,飼育
hsk5級,始终,shi3 zhong1,常に
hsk5級,是否,shi4 fou3,かどうか
hsk5級,试卷,shi4 juan4,答案
hsk5級,士兵,shi4 bing1,兵士
hsk5級,似的,shi4 de5,以下のような
hsk5級,事实,shi4 shi2,事実
hsk5級,事物,shi4 wu4,事
hsk5級,事先,shi4 xian1,事前に
hsk5級,收获,shou1 huo4,ゲイン
hsk5級,收据,shou1 ju4,領収書
hsk5級,手工,shou3 gong1,手で
hsk5級,手术,shou3 shu4,手術
hsk5級,手套,shou3 tao4,手袋
hsk5級,手续,shou3 xu4,手続
hsk5級,手指,shou3 zhi3,指
hsk5級,受伤,shou4 shang1,負傷者
hsk5級,寿命,shou4 ming4,生活
hsk5級,书架,shu1 jia4,本棚
hsk5級,输入,shu1 ru4,エントリー
hsk5級,蔬菜,shu1 cai4,野菜
hsk5級,舒适,shu1 shi4,居心地のよい
hsk5級,梳子,shu1 zi5,櫛
hsk5級,熟练,shu2 lian4,習熟
hsk5級,鼠标,shu3 biao1,マウス
hsk5級,属于,shu3 yu2,所属し
hsk5級,数据,shu4 ju4,データ
hsk5級,数码,shu4 ma3,デジタル
hsk5級,摔,shuai1,投げ
hsk5級,甩,shuai3,投げ飛ばし
hsk5級,双方,shuang1 fang1,両側
hsk5級,税,shui4,税金
hsk5級,说不定,shuo1 bu5 ding4,多分
hsk5級,说服,shuo1 fu2,説得
hsk5級,撕,si1,涙
hsk5級,丝绸,si1 chou2,シルク
hsk5級,丝毫,si1 hao2,わずか
hsk5級,思考,si1 kao3,考え
hsk5級,思想,si1 xiang3,考え
hsk5級,私人,si1 ren2,プライベート
hsk5級,似乎,si4 hu1,見え
hsk5級,寺庙,si4 miao4,寺
hsk5級,宿舍,su4 she4,寮
hsk5級,随时,sui2 shi2,随時
hsk5級,碎,sui4,砕石
hsk5級,损失,sun3 shi1,損失
hsk5級,缩短,suo1 duan3,短くし
hsk5級,缩小,suo1 xiao3,狭い
hsk5級,锁,suo3,ロック
hsk5級,所,suo3,ザ・
hsk5級,所谓,suo3 wei4,所謂
hsk5級,塔,ta3,タワー
hsk5級,台阶,tai2 jie1,階段
hsk5級,太极拳,tai4 ji2 quan2,太極拳
hsk5級,太太,tai4 tai5,妻
hsk5級,谈判,tan2 pan4,トーク
hsk5級,坦率,tan3 shuai4,フランク
hsk5級,烫,tang4,ホット
hsk5級,桃,tao2,桃
hsk5級,逃,tao2,エスケープ
hsk5級,逃避,tao2 bi4,エスケープ
hsk5級,套,tao4,カバー
hsk5級,特殊,te4 shu1,特別な
hsk5級,特意,te4 yi4,特別
hsk5級,特征,te4 zheng1,機能
hsk5級,疼爱,teng2 ai4,の非常に好きして
hsk5級,提,ti2,言及
hsk5級,提倡,ti2 chang4,提唱者
hsk5級,提纲,ti2 gang1,アウトライン
hsk5級,提问,ti2 wen4,質問
hsk5級,题目,ti2 mu4,タイトル
hsk5級,体会,ti3 hui4,経験
hsk5級,体积,ti3 ji1,ボリューム
hsk5級,体贴,ti3 tie1,考え深い
hsk5級,体现,ti3 xian4,リフレクト
hsk5級,体验,ti3 yan4,経験
hsk5級,天空,tian1 kong1,スカイ
hsk5級,天真,tian1 zhen1,ナイーブ
hsk5級,田野,tian2 ye3,フィールド
hsk5級,调皮,tiao2 pi2,いたずらな
hsk5級,调整,tiao2 zheng3,調整
hsk5級,挑战,tiao3 zhan4,挑戦
hsk5級,通常,tong1 chang2,概して
hsk5級,通讯,tong1 xun4,コミュニケーション
hsk5級,铜,tong2,銅
hsk5級,同时,tong2 shi2,同時に、
hsk5級,统一,tong3 yi1,団結
hsk5級,统治,tong3 zhi4,裁定
hsk5級,痛苦,tong4 ku3,痛み
hsk5級,痛快,tong4 kuai4,ジョリー
hsk5級,投资,tou2 zi1,投資
hsk5級,透明,tou4 ming2,透明
hsk5級,突出,tu1 chu1,アウトスタンディング
hsk5級,土地,tu3 di4,土地
hsk5級,土豆,tu3 dou4,ポテト
hsk5級,吐,tu4,串
hsk5級,兔子,tu4 zi5,ラビット
hsk5級,团,tuan2,グループ
hsk5級,推辞,tui1 ci2,下落
hsk5級,推广,tui1 guang3,スプレッド
hsk5級,推荐,tui1 jian4,勧告
hsk5級,退,tui4,後退
hsk5級,退步,tui4 bu4,退行
hsk5級,退休,tui4 xiu1,退職
hsk5級,歪,wai1,ゆがみました
hsk5級,外交,wai4 jiao1,外交
hsk5級,弯,wan1,曲がり
hsk5級,完美,wan2 mei3,パーフェクト
hsk5級,完善,wan2 shan4,パーフェクト
hsk5級,完整,wan2 zheng3,完成
hsk5級,玩具,wan2 ju4,おもちゃ
hsk5級,万一,wan4 yi1,際に
hsk5級,王子,wang2 zi3,王子
hsk5級,往返,wang3 fan3,前後に
hsk5級,危害,wei1 hai4,害
hsk5級,微笑,wei1 xiao4,スマイル
hsk5級,威胁,wei1 xie2,脅威
hsk5級,违反,wei2 fan3,違反
hsk5級,维护,wei2 hu4,維持し
hsk5級,围巾,wei2 jin1,マフラー
hsk5級,围绕,wei2 rao4,周りに
hsk5級,唯一,wei2 yi1,ユニーク
hsk5級,尾巴,wei3 ba5,尾
hsk5級,伟大,wei3 da4,すばらしい
hsk5級,委屈,wei3 qu1,不当な扱いを受け
hsk5級,委托,wei3 tuo1,委ね
hsk5級,胃,wei4,胃
hsk5級,位置,wei4 zhi5,場所
hsk5級,未必,wei4 bi4,そうとも限りません
hsk5級,未来,wei4 lai2,未来
hsk5級,卫生间,wei4 sheng1 jian1,バスルーム
hsk5級,温暖,wen1 nuan3,暖かい
hsk5級,温柔,wen1 rou2,柔らかい
hsk5級,闻,wen2,香り
hsk5級,文件,wen2 jian4,ファイル
hsk5級,文具,wen2 ju4,文房具
hsk5級,文明,wen2 ming2,文明
hsk5級,文学,wen2 xue2,文学
hsk5級,吻,wen3,キス
hsk5級,稳定,wen3 ding4,安定しました
hsk5級,问候,wen4 hou4,ご挨拶
hsk5級,卧室,wo4 shi4,ベッドルーム
hsk5級,屋子,wu1 zi5,家
hsk5級,无奈,wu2 nai4,哀れ
hsk5級,无数,wu2 shu4,数え切れません
hsk5級,武器,wu3 qi4,武器
hsk5級,武术,wu3 shu4,武術
hsk5級,雾,wu4,霧
hsk5級,物理,wu4 li3,物理的
hsk5級,物质,wu4 zhi4,物質
hsk5級,吸收,xi1 shou1,吸収
hsk5級,系,xi4,部門
hsk5級,系统,xi4 tong3,システム
hsk5級,细节,xi4 jie2,ディテール
hsk5級,戏剧,xi4 ju4,劇場
hsk5級,瞎,xia1,ブラインド
hsk5級,吓,xia4,おびえ
hsk5級,下载,xia4 zai3,ダウンロード
hsk5級,鲜艳,xian1 yan4,明るい
hsk5級,显得,xian3 de5,見え
hsk5級,显然,xian3 ran2,明確な
hsk5級,显示,xian3 shi4,ディスプレイ
hsk5級,县,xian4,郡
hsk5級,现金,xian4 jin1,現金
hsk5級,现实,xian4 shi2,現実
hsk5級,现象,xian4 xiang4,現象
hsk5級,相处,xiang1 chu3,一緒に住んでい
hsk5級,相当,xiang1 dang1,かなり
hsk5級,相对,xiang1 dui4,比較的に
hsk5級,相关,xiang1 guan1,関連
hsk5級,相似,xiang1 si4,同様の
hsk5級,想念,xiang3 nian4,ミス
hsk5級,想象,xiang3 xiang4,考え
hsk5級,享受,xiang3 shou4,楽しみ
hsk5級,项,xiang4,アイテム
hsk5級,项链,xiang4 lian4,ネックレス
hsk5級,项目,xiang4 mu4,プロジェクト
hsk5級,橡皮,xiang4 pi2,消しゴム
hsk5級,象棋,xiang4 qi2,チェス
hsk5級,象征,xiang4 zheng1,シンボル
hsk5級,消费,xiao1 fei4,消費
hsk5級,消化,xiao1 hua4,ダイジェスト
hsk5級,消灭,xiao1 mie4,省き
hsk5級,消失,xiao1 shi1,姿を消し
hsk5級,销售,xiao1 shou4,セールス
hsk5級,小吃,xiao3 chi1,スナック
hsk5級,小伙子,xiao3 huo3 zi5,若者
hsk5級,小麦,xiao3 mai4,小麦
hsk5級,小气,xiao3 qi4,けちな
hsk5級,小偷,xiao3 tou1,泥棒
hsk5級,效率,xiao4 lv4,効率
hsk5級,孝顺,xiao4 shun4,親孝行
hsk5級,歇,xie1,休息
hsk5級,斜,xie2,斜め
hsk5級,协调,xie2 tiao2,コーディネーション
hsk5級,心理,xin1 li3,心理学
hsk5級,心脏,xin1 zang4,心
hsk5級,欣赏,xin1 shang3,感謝し
hsk5級,信封,xin4 feng1,封筒
hsk5級,信号,xin4 hao4,信号
hsk5級,信息,xin4 xi1,情報
hsk5級,行动,xing2 dong4,アクション
hsk5級,行人,xing2 ren2,歩行者
hsk5級,行为,xing2 wei2,行動
hsk5級,形成,xing2 cheng2,フォーム
hsk5級,形容,xing2 rong2,述べ
hsk5級,形式,xing2 shi4,フォーム
hsk5級,形势,xing2 shi4,状況
hsk5級,形象,xing2 xiang4,画像
hsk5級,形状,xing2 zhuang4,形状
hsk5級,性质,xing4 zhi4,プロパティ
hsk5級,幸亏,xing4 kui1,幸いなこと
hsk5級,幸运,xing4 yun4,ラッキー
hsk5級,胸,xiong1,チェスト
hsk5級,兄弟,xiong1 di4,ブラザーズ
hsk5級,雄伟,xiong2 wei3,壮大
hsk5級,修改,xiu1 gai3,修正
hsk5級,休闲,xiu1 xian2,レジャー
hsk5級,虚心,xu1 xin1,謙虚
hsk5級,叙述,xu4 shu4,説話
hsk5級,宣布,xuan1 bu4,アナウンス
hsk5級,宣传,xuan1 chuan2,宣伝
hsk5級,选举,xuan3 ju3,選挙
hsk5級,学期,xue2 qi1,学期
hsk5級,学术,xue2 shu4,奨学金
hsk5級,学问,xue2 wen4,ラーニング
hsk5級,询问,xun2 wen4,頼み
hsk5級,寻找,xun2 zhao3,検索
hsk5級,训练,xun4 lian4,トレーニング
hsk5級,迅速,xun4 su4,急速
hsk5級,延长,yan2 chang2,延ばし
hsk5級,严肃,yan2 su4,深刻
hsk5級,宴会,yan4 hui4,宴会
hsk5級,阳台,yang2 tai2,バルコニー
hsk5級,痒,yang3,かゆみ
hsk5級,样式,yang4 shi4,スタイル
hsk5級,腰,yao1,ウェスト
hsk5級,摇,yao2,シェイク
hsk5級,咬,yao3,一口
hsk5級,要不,yao4 bu4,若しくは
hsk5級,要是,yao4 shi5,もし
hsk5級,夜,ye4,夜
hsk5級,液体,ye4 ti3,液体
hsk5級,业务,ye4 wu4,ビジネス
hsk5級,业余,ye4 yu2,素人
hsk5級,依然,yi1 ran2,やはり
hsk5級,一辈子,yi2 bei4 zi5,生涯
hsk5級,一旦,yi2 dan4,一度
hsk5級,一路平安,yi2 lu4 ping2 an1,ボン航海
hsk5級,一致,yi2 zhi4,一貫性
hsk5級,移动,yi2 dong4,モバイル
hsk5級,移民,yi2 min2,移民
hsk5級,遗憾,yi2 han4,ソーリー
hsk5級,疑问,yi2 wen4,疑い
hsk5級,乙,yi3,B
hsk5級,以及,yi3 ji2,と
hsk5級,以来,yi3 lai2,から
hsk5級,意外,yi4 wai4,事故
hsk5級,意义,yi4 yi4,意味
hsk5級,议论,yi4 lun4,話
hsk5級,义务,yi4 wu4,義務
hsk5級,因而,yin1 er2,こうして
hsk5級,因素,yin1 su4,要因
hsk5級,银,yin2,銀
hsk5級,英俊,ying1 jun4,ハンサム
hsk5級,英雄,ying1 xiong2,ヒーロー
hsk5級,迎接,ying2 jie1,歓迎
hsk5級,营养,ying2 yang3,栄養
hsk5級,营业,ying2 ye4,ビジネス
hsk5級,影子,ying3 zi5,影
hsk5級,硬币,ying4 bi4,コイン
hsk5級,硬件,ying4 jian4,ハードウェア
hsk5級,应付,ying4 fu5,対処
hsk5級,应聘,ying4 pin4,候補者
hsk5級,应用,ying4 yong4,アプリケーション
hsk5級,拥抱,yong1 bao4,抱擁
hsk5級,拥挤,yong1 ji3,群衆
hsk5級,勇气,yong3 qi4,勇気
hsk5級,用途,yong4 tu2,使用
hsk5級,优惠,you1 hui4,優先的
hsk5級,优美,you1 mei3,美しい
hsk5級,优势,you1 shi4,優位
hsk5級,悠久,you1 jiu3,長い
hsk5級,邮局,you2 ju2,ポストオフィス
hsk5級,游览,you2 lan3,ツアー
hsk5級,犹豫,you2 yu4,躊躇
hsk5級,油炸,you2 zha2,稚魚
hsk5級,有利,you3 li4,好調
hsk5級,幼儿园,you4 er2 yuan2,保育所
hsk5級,娱乐,yu2 le4,エンターテインメント
hsk5級,与其,yu3 qi2,それの
hsk5級,语气,yu3 qi4,モーダル
hsk5級,宇宙,yu3 zhou4,宇宙
hsk5級,预报,yu4 bao4,見通し
hsk5級,预订,yu4 ding4,予約
hsk5級,预防,yu4 fang2,予防
hsk5級,玉米,yu4 mi3,コーン
hsk5級,元旦,yuan2 dan4,元旦
hsk5級,缘故,yuan2 gu4,理由
hsk5級,原料,yuan2 liao4,原材料
hsk5級,原则,yuan2 ze2,原則
hsk5級,愿望,yuan4 wang4,希望
hsk5級,晕,yun1,ディジー
hsk5級,运气,yun4 qi5,運
hsk5級,运输,yun4 shu1,輸送
hsk5級,运用,yun4 yong4,アプリケーション
hsk5級,灾害,zai1 hai4,災害
hsk5級,再三,zai4 san1,繰り返し
hsk5級,赞成,zan4 cheng2,承認
hsk5級,赞美,zan4 mei3,賞賛
hsk5級,糟糕,zao1 gao1,悪い
hsk5級,造成,zao4 cheng2,作り
hsk5級,则,ze2,それから
hsk5級,责备,ze2 bei4,責め
hsk5級,摘,zhai1,選び
hsk5級,粘贴,zhan1 tie1,スティック
hsk5級,展开,zhan3 kai1,拡張
hsk5級,展览,zhan3 lan3,展示会
hsk5級,占线,zhan4 xian4,忙しい
hsk5級,战争,zhan4 zheng1,戦争
hsk5級,涨,zhang3,上がり
hsk5級,掌握,zhang3 wo4,把握
hsk5級,账户,zhang4 hu4,アカウント
hsk5級,招待,zhao1 dai4,抱き
hsk5級,着凉,zhao2 liang2,風邪をひき
hsk5級,照常,zhao4 chang2,相変わらず
hsk5級,召开,zhao4 kai1,招集し
hsk5級,哲学,zhe2 xue2,哲学
hsk5級,真理,zhen1 li3,真実
hsk5級,真实,zhen1 shi2,リアル
hsk5級,针对,zhen1 dui4,に対して
hsk5級,珍惜,zhen1 xi1,プレシャス
hsk5級,诊断,zhen3 duan4,診断
hsk5級,枕头,zhen3 tou5,枕
hsk5級,阵,zhen4,フロント
hsk5級,振动,zhen4 dong4,振動
hsk5級,睁,zheng1,オープン目
hsk5級,争论,zheng1 lun4,論争
hsk5級,争取,zheng1 qu3,戦い
hsk5級,征求,zheng1 qiu2,勧誘
hsk5級,整个,zheng3 ge4,全体
hsk5級,整体,zheng3 ti3,全体的な
hsk5級,正,zheng4,ポジティブ
hsk5級,政策,zheng4 ce4,ポリシー
hsk5級,政府,zheng4 fu3,政府
hsk5級,政治,zheng4 zhi4,政治的
hsk5級,证件,zheng4 jian4,証明
hsk5級,证据,zheng4 ju4,証拠
hsk5級,挣钱,zheng4 qian2,お金を稼ぎ
hsk5級,支,zhi1,サポート
hsk5級,支票,zhi1 piao4,チェック
hsk5級,直,zhi2,ストレート
hsk5級,执行,zhi2 xing2,実行
hsk5級,执照,zhi2 zhao4,ライセンス
hsk5級,指导,zhi3 dao3,ガイド
hsk5級,指挥,zhi3 hui1,コマンド
hsk5級,制定,zhi4 ding4,策定
hsk5級,制度,zhi4 du4,システム
hsk5級,制作,zhi4 zuo4,作り
hsk5級,智慧,zhi4 hui4,知恵
hsk5級,至今,zhi4 jin1,これまでのところ
hsk5級,至于,zhi4 yu2,について
hsk5級,治疗,zhi4 liao2,治療
hsk5級,秩序,zhi4 xu4,オーダー
hsk5級,志愿者,zhi4 yuan4 zhe3,ボランティア
hsk5級,钟,zhong1,ベル
hsk5級,中介,zhong1 jie4,媒介
hsk5級,中心,zhong1 xin1,センター
hsk5級,中旬,zhong1 xun2,中旬には
hsk5級,重,zhong4,重量
hsk5級,重量,zhong4 liang4,重量
hsk5級,周到,zhou1 dao5,考え深い
hsk5級,逐步,zhu2 bu4,徐々に
hsk5級,竹子,zhu2 zi5,竹
hsk5級,煮,zhu3,クック
hsk5級,主持,zhu3 chi2,司会し
hsk5級,主观,zhu3 guan1,主観的
hsk5級,主人,zhu3 ren2,ホスト
hsk5級,主席,zhu3 xi2,会長
hsk5級,主张,zhu3 zhang1,提唱者
hsk5級,嘱咐,zhu3 fu4,尋ね
hsk5級,祝福,zhu4 fu2,祝福
hsk5級,注册,zhu4 ce4,登録
hsk5級,抓紧,zhua1 jin3,細心の注意を払ってください
hsk5級,专家,zhuan1 jia1,専門
hsk5級,专心,zhuan1 xin1,集中し
hsk5級,转变,zhuan3 bian4,変更
hsk5級,转告,zhuan3 gao4,伝え
hsk5級,装,zhuang1,ドレス
hsk5級,装饰,zhuang1 shi4,デコレーション
hsk5級,状况,zhuang4 kuang4,条件
hsk5級,状态,zhuang4 tai4,状態
hsk5級,追求,zhui1 qiu2,求め
hsk5級,资格,zi1 ge2,資格
hsk5級,资金,zi1 jin1,ファンド
hsk5級,资料,zi1 liao4,データ
hsk5級,资源,zi1 yuan2,リソース
hsk5級,姿势,zi1 shi4,姿勢
hsk5級,咨询,zi1 xun2,コンサルティング
hsk5級,紫,zi3,パープル
hsk5級,字幕,zi4 mu4,サブタイトル
hsk5級,自从,zi4 cong2,から
hsk5級,自动,zi4 dong4,オートマチック
hsk5級,自豪,zi4 hao2,プライド
hsk5級,自觉,zi4 jue2,意識して
hsk5級,自私,zi4 si1,利己的
hsk5級,自信,zi4 xin4,信頼
hsk5級,自由,zi4 you2,自由な
hsk5級,自愿,zi4 yuan4,自発的
hsk5級,综合,zong1 he2,コンプレックス
hsk5級,宗教,zong1 jiao4,宗教
hsk5級,总裁,zong3 cai2,会長
hsk5級,总共,zong3 gong4,全く
hsk5級,总理,zong3 li3,首相
hsk5級,总算,zong3 suan4,遂に
hsk5級,总统,zong3 tong3,社長
hsk5級,总之,zong3 zhi1,要するに
hsk5級,组合,zu3 he2,組み合わせ
hsk5級,祖国,zu3 guo2,祖国
hsk5級,祖先,zu3 xian1,系統
hsk5級,阻止,zu3 zhi3,防止
hsk5級,醉,zui4,酔いました
hsk5級,最初,zui4 chu1,最初の
hsk5級,罪犯,zui4 fan4,犯罪者
hsk5級,尊敬,zun1 jing4,尊敬
hsk5級,遵守,zun1 shou3,を遵守
hsk5級,作品,zuo4 pin3,ワークス
hsk5級,作为,zuo4 wei2,として
hsk5級,作文,zuo4 wen2,構図
hsk6級,哎哟,ai1 yo1,痛い
hsk6級,挨,ai2,苦しみ
hsk6級,癌症,ai2 zheng4,癌
hsk6級,爱不释手,ai4 bu4 shi4 shou3,うっとり愛撫
hsk6級,爱戴,ai4 dai4,愛と自尊心
hsk6級,暧昧,ai4 mei4,あいまいな
hsk6級,安居乐业,an1 ju1 le4 ye4,ライブと仕事
hsk6級,安宁,an1 ning2,平穏
hsk6級,安详,an1 xiang2,静か
hsk6級,安置,an1 zhi4,据え付ける
hsk6級,案件,an4 jian4,案件
hsk6級,案例,an4 li4,ケース
hsk6級,按摩,an4 mo2,マッサージ
hsk6級,暗示,an4 shi4,暗示
hsk6級,昂贵,ang2 gui4,高い
hsk6級,凹凸,ao1 tu1,バンプ
hsk6級,熬,ao2,煮
hsk6級,奥秘,ao4 mi4,謎
hsk6級,扒,ba1,焼き
hsk6級,疤,ba1,傷跡
hsk6級,巴不得,ba1 bu4 de2,心配して
hsk6級,巴结,ba1 jie5,子鹿
hsk6級,拔苗助长,ba2 miao2 zhu4 zhang3,破壊熱意
hsk6級,把关,ba3 guan1,チェック
hsk6級,把手,ba3 shou3,ハンドル
hsk6級,把戏,ba3 xi4,トリック
hsk6級,霸道,ba4 dao4,強引な
hsk6級,罢工,ba4 gong1,ストライキ
hsk6級,掰,bai1,両手でブレーク
hsk6級,百分点,bai3 fen1 dian3,パーセンテージポイント
hsk6級,摆脱,bai3 tuo1,取り除き
hsk6級,拜访,bai4 fang3,訪問
hsk6級,败坏,bai4 huai4,破損
hsk6級,拜年,bai4 nian2,明けましておめでとうござい
hsk6級,拜托,bai4 tuo1,してください
hsk6級,颁布,ban1 bu4,公布し
hsk6級,颁发,ban1 fa1,賞
hsk6級,斑纹,ban1 wen2,ストライプ
hsk6級,版本,ban3 ben3,版
hsk6級,伴侣,ban4 lv3,コンパニオン
hsk6級,伴随,ban4 sui2,添え
hsk6級,半途而废,ban4 tu2 er2 fei4,途中であきらめ
hsk6級,扮演,ban4 yan3,行為
hsk6級,绑架,bang3 jia4,誘拐犯
hsk6級,榜样,bang3 yang4,例
hsk6級,磅,bang4,ポンド
hsk6級,包庇,bao1 bi4,港
hsk6級,包袱,bao1 fu5,負担
hsk6級,包围,bao1 wei2,サラウンド
hsk6級,包装,bao1 zhuang1,パッケージ
hsk6級,保管,bao3 guan3,保管
hsk6級,饱和,bao3 he2,飽和
hsk6級,饱经沧桑,bao3 jing1 cang1 sang1,変遷
hsk6級,保密,bao3 mi4,秘密
hsk6級,保姆,bao3 mu3,看護師
hsk6級,保守,bao3 shou3,保守主義
hsk6級,保卫,bao3 wei4,防衛
hsk6級,保养,bao3 yang3,メンテナンス
hsk6級,保障,bao3 zhang4,保証
hsk6級,保重,bao3 zhong4,世話をし
hsk6級,报仇,bao4 chou2,復讐
hsk6級,报酬,bao4 chou5,報酬
hsk6級,报答,bao4 da2,報い
hsk6級,报到,bao4 dao4,チェックイン
hsk6級,爆发,bao4 fa1,ブレイクアウト
hsk6級,报复,bao4 fu4,復讐
hsk6級,抱负,bao4 fu4,野心
hsk6級,曝光,bao4 guang1,暴露
hsk6級,暴力,bao4 li4,暴力
hsk6級,暴露,bao4 lu4,晒し
hsk6級,报社,bao4 she4,新聞社
hsk6級,报销,bao4 xiao1,費用勘定を提出
hsk6級,抱怨,bao4 yuan4,文句を言い
hsk6級,爆炸,bao4 zha4,爆発
hsk6級,悲哀,bei1 ai1,悲しみ
hsk6級,卑鄙,bei1 bi3,浅ましい
hsk6級,悲惨,bei1 can3,悲劇
hsk6級,北极,bei3 ji2,北極圏
hsk6級,被动,bei4 dong4,パッシブ
hsk6級,备份,bei4 fen4,バックアップ
hsk6級,被告,bei4 gao4,被告
hsk6級,贝壳,bei4 ke2,シェル
hsk6級,背叛,bei4 pan4,裏切り
hsk6級,背诵,bei4 song4,暗唱し
hsk6級,备忘录,bei4 wang4 lu4,メモ
hsk6級,奔波,ben1 bo1,ラッシュ
hsk6級,奔驰,ben1 chi2,速く走り
hsk6級,本能,ben3 neng2,本能
hsk6級,本钱,ben3 qian2,首都
hsk6級,本人,ben3 ren2,自分
hsk6級,本身,ben3 shen1,自体
hsk6級,本事,ben3 shi5,能力
hsk6級,本着,ben3 zhe5,に沿って、
hsk6級,笨拙,ben4 zhuo1,不器用
hsk6級,崩溃,beng1 kui4,崩壊
hsk6級,甭,beng2,口をききません
hsk6級,蹦,beng4,ジャンプ
hsk6級,迸发,beng4 fa1,前後バースト
hsk6級,逼迫,bi1 po4,力
hsk6級,鼻涕,bi2 ti4,鼻水
hsk6級,比方,bi3 fang5,インスタンス
hsk6級,比喻,bi3 yu4,比喩
hsk6級,比重,bi3 zhong4,割合
hsk6級,臂,bi4,アーム
hsk6級,弊病,bi4 bing4,疾病
hsk6級,必定,bi4 ding4,と結合しました
hsk6級,弊端,bi4 duan1,不正行為
hsk6級,闭塞,bi4 se4,ブロッキング
hsk6級,碧玉,bi4 yu4,碧玉
hsk6級,鞭策,bian1 ce4,急かし
hsk6級,边疆,bian1 jiang1,フロンティア
hsk6級,边界,bian1 jie4,境界
hsk6級,边境,bian1 jing4,ボーダー
hsk6級,边缘,bian1 yuan2,エッジ
hsk6級,编织,bian1 zhi1,織り
hsk6級,扁,bian3,フラット
hsk6級,贬低,bian3 di1,けなし
hsk6級,贬义,bian3 yi4,軽蔑的な意味
hsk6級,遍布,bian4 bu4,〜一面に広がり
hsk6級,变故,bian4 gu4,事故
hsk6級,辩护,bian4 hu4,守り
hsk6級,辩解,bian4 jie3,言い訳
hsk6級,便利,bian4 li4,コンビニエンス
hsk6級,变迁,bian4 qian1,変更
hsk6級,辨认,bian4 ren4,識別する
hsk6級,便条,bian4 tiao2,注記
hsk6級,便于,bian4 yu2,簡単に
hsk6級,辩证,bian4 zheng4,弁証法
hsk6級,变质,bian4 zhi4,変成作用
hsk6級,辫子,bian4 zi5,組紐
hsk6級,标本,biao1 ben3,標本
hsk6級,标记,biao1 ji4,マーク
hsk6級,飙升,biao1 sheng1,舞い上がり
hsk6級,标题,biao1 ti2,見出し
hsk6級,表决,biao3 jue2,投票
hsk6級,表态,biao3 tai4,宣言する
hsk6級,表彰,biao3 zhang1,褒め
hsk6級,憋,bie1,ホールド
hsk6級,别人,bie2 ren5,人
hsk6級,别墅,bie2 shu4,別荘
hsk6級,别致,bie2 zhi4,ユニーク
hsk6級,别扭,bie4 niu5,ぎこちありません
hsk6級,濒临,bin1 lin2,の危機に瀕して
hsk6級,冰雹,bing1 bao2,雹
hsk6級,并存,bing4 cun2,共存し
hsk6級,并非,bing4 fei1,ありません
hsk6級,并列,bing4 lie4,並置
hsk6級,拨打,bo1 da3,コール
hsk6級,播放,bo1 fang4,放送
hsk6級,波浪,bo1 lang4,ウェーブ
hsk6級,波涛汹涌,bo1 tao1 xiong1 yong3,ラフ
hsk6級,剥削,bo1 xue1,開発し
hsk6級,播种,bo1 zhong4,種蒔き
hsk6級,博大精深,bo2 da4 jing1 shen1,深遠
hsk6級,搏斗,bo2 dou4,戦い
hsk6級,博览会,bo2 lan3 hui4,公正な
hsk6級,伯母,bo2 mu3,叔母
hsk6級,薄弱,bo2 ruo4,弱い
hsk6級,补偿,bu3 chang2,補い
hsk6級,补救,bu3 jiu4,療法
hsk6級,哺乳,bu3 ru3,授乳
hsk6級,补贴,bu3 tie1,助成金
hsk6級,捕捉,bu3 zhuo1,キャッチ
hsk6級,不得已,bu4 de2 yi3,しなければなりません
hsk6級,步伐,bu4 fa2,ペース
hsk6級,不妨,bu4 fang2,希望
hsk6級,不敢当,bu4 gan3 dang1,それに値するありません
hsk6級,布告,bu4 gao4,お知らせ
hsk6級,不顾,bu2 gu4,拘らず
hsk6級,不禁,bu4 jin1,支援することはできません
